Transaction ID,Transaction Time,Block Time,Sender ID,Receiver ID,Receiver Type,Amount,Currency,Currency Hash,Currency Type,Amount [USD],Gas Price,Gas Limit,Gas Used,Gas Predicted,Label,Risk Level,Balance In,Balance Out
0xc2ac485469bb81d4738348751cf72a0053c63798f159104b84bb539fb1c1316b,,2021-01-22 10:27:15  +0000,0xe849c544cf389bc6846db54f38a6e5070be33474,0x8822103838326f6407736fec5d8defea974f70f1,,17.83346021,ETH,0x0000000000000000000000000000000000000000,,20025.41418,9.40E-08,21000,21000,,0,,,
0x8f4e702f7bf865c073bb11d0c384451edf40639162a07d218fc34c985e2da186,,2021-01-14 16:27:30  +0000,0xe849c544cf389bc6846db54f38a6e5070be33474,0x5bb301c956104ccc245e55c3241a4b7728f85278,,1.2,ETH,0x0000000000000000000000000000000000000000,,1358.418709,2.22E-07,21000,21000,,1,,,
0xfd73d9147b92373aa308579e1abf2cbe59a5c038be831de87f1728c479e3acc5,,2020-12-10 15:57:02  +0000,0xe849c544cf389bc6846db54f38a6e5070be33474,0x5bb301c956104ccc245e55c3241a4b7728f85278,,150,ETH,0x0000000000000000000000000000000000000000,,86084.29637,6.90E-08,21000,21000,,1,,,
0x472624be4ec03d8256df8403281f03458b3ad7e9cd6c6d65a66764679596c49a,,2020-12-10 15:03:43  +0000,0xe849c544cf389bc6846db54f38a6e5070be33474,0xf30b321970b3a4bba00d068284f9e4c09d2befe1,,0.9,ETH,0x0000000000000000000000000000000000000000,,516.5057782,6.05E-08,21000,21000,,0,,,
0x8a4d6b9b331f5b5fe30a610145e7bf4b33c7ab6d6501c2c76ef54fb2a6c94cb8,,2020-12-10 15:02:59  +0000,0xe849c544cf389bc6846db54f38a6e5070be33474,0x48e4dd3e356823070d9d1b7d162d072ae9efe0cb,,2.7,ETH,0x0000000000000000000000000000000000000000,,1549.517335,6.05E-08,21000,21000,,0,,,
