,match_id,first_team_score,second_team_score,first_team_win_probability,first_team_id,second_team_id,first_team_rating,second_team_rating
10465,6348065069,43,12,0.45223703858603614,726228,8244493,1197.0,1207.0
10466,6348022865,11,39,0.4672441497524019,8449479,8606358,1140.0,1144.0
10467,6347947115,33,42,0.5306069116697876,8244493,726228,1204.0,1200.0
10468,6347922522,35,11,0.5577585576009925,8533458,8571253,1159.0,1113.0
10469,6347857238,18,40,0.46159626715501667,8571253,8533458,1116.0,1156.0
10470,6347822473,49,28,0.44929098477337104,726228,8244493,1197.0,1207.0
10471,6347748119,37,49,0.5618658045361387,8533458,8571253,1159.0,1112.0
10472,6347706074,37,31,0.5294736566164018,6209804,8261500,1230.0,1212.0
10473,6347629730,21,36,0.4880630838936173,8261500,6209804,1214.0,1227.0
10474,6347554749,39,26,0.458856121201496,8244493,6209166,1204.0,1225.0
10475,6347498785,32,24,0.43873026667254955,8244493,6209166,1201.0,1227.0
10476,6346879036,60,37,0.7140559798848142,8469455,8606358,1185.0,1129.0
10477,6346827396,10,35,0.2962329550325392,8606358,8469455,1131.0,1183.0
10478,6346716823,37,52,0.3238595932646413,8606358,8533458,1124.0,1196.0
10479,6346606168,46,18,0.6638609512583697,8533458,8606358,1194.0,1126.0
10480,6346505182,61,42,0.7999315198147383,8533458,8497676,1181.0,1073.0
10481,6346324165,12,40,0.22148508598956296,2640025,8261500,1093.0,1213.0
10482,6346221384,8,30,0.22947774826749523,2640025,8261500,1095.0,1212.0
10483,6346175269,23,42,0.46424714034662484,8533458,8469455,1161.0,1161.0
10484,6346106188,36,16,0.35702273351880653,8533458,8469455,1157.0,1190.0
10485,6346105110,11,32,0.30021333540566586,726228,5,1199.0,1266.0
10486,6346027202,41,27,0.636731190466141,8469455,8533458,1189.0,1154.0
10487,6346002235,41,33,0.27764012726691234,726228,5,1194.0,1269.0
10488,6345932749,36,9,0.7134731628739681,5,726228,1268.0,1196.0
10489,6345873344,33,16,0.5471985618593573,8261554,8118983,1148.0,1119.0
10490,6345852413,14,30,0.7061088782778455,6209804,8360138,1231.0,1158.0
10491,6345800704,11,32,0.4708250454045664,8118983,8261554,1122.0,1146.0
10492,6345795075,32,20,0.6962213749319791,6209804,8360138,1229.0,1160.0
10493,6345735778,37,23,0.2804532926367964,8360138,6209804,1155.0,1233.0
10494,6345241006,71,35,0.739365901581144,8469455,5635538,1184.0,1085.0
10495,6345166710,12,45,0.2712001256215809,5635538,8469455,1087.0,1182.0
10496,6344947700,18,28,0.24108498092269515,2108395,6209166,1126.0,1226.0
10497,6344796036,48,28,0.6266473344022068,8469455,8533458,1183.0,1157.0
10498,6344700690,26,31,0.38798774815167725,8533458,8469455,1159.0,1180.0
10499,6344677114,43,25,0.7885111142925574,6209166,2640025,1225.0,1092.0
10500,6344592420,36,25,0.37115461727200394,8606358,8469455,1155.0,1184.0
10501,6344525197,34,20,0.738208917721858,6209166,2108395,1224.0,1131.0
10502,6344488973,29,19,0.4771456093980224,8112124,8261774,1181.0,1184.0
10503,6344459676,43,45,0.6411986284904636,8469455,8606358,1182.0,1133.0
10504,6344391402,31,18,0.2372879335648821,2108395,6209166,1126.0,1228.0
10505,6344381031,33,18,0.33189175502684676,8606358,8469455,1128.0,1186.0
10506,6344358985,18,26,0.5617927090255392,8261774,5014799,1154.0,1156.0
10507,6344309551,22,8,0.6286835618065042,8244493,8126892,1199.0,1154.0
10508,6344242713,6,24,0.3856036473737777,8126892,8244493,1157.0,1197.0
10509,6344206170,43,18,0.42109697111338973,8634653,8261554,1105.0,1148.0
10510,6344158578,21,6,0.5618224850247205,8261554,8634653,1146.0,1107.0
10511,6344153772,26,28,0.44802636147479136,2108395,8360138,1128.0,1153.0
10512,6344109652,5,20,0.5744478354277407,8360138,2108395,1156.0,1124.0
10513,6344077789,0,2,0.5976949166694449,8360138,2108395,1159.0,1120.0
10514,6344009916,14,26,0.31073756350148196,8126892,6209804,1158.0,1231.0
10515,6343999320,36,20,0.357140536373038,8204512,8169775,1108.0,1154.0
10516,6343955409,15,26,0.32165391173005575,8126892,6209804,1160.0,1230.0
10517,6343916641,32,57,0.6667841948963549,8169775,8204512,1157.0,1104.0
10518,6343310838,9,20,0.4768747475489836,8449479,8571253,1135.0,1119.0
10519,6343232181,16,36,0.49910305253667164,8449479,8571253,1138.0,1115.0
10520,6343106407,38,55,0.5243982823527066,8571253,8449479,1118.0,1135.0
10521,6342928555,36,26,0.4876376888944405,8606358,8449479,1131.0,1138.0
10522,6342784660,13,37,0.43440473309408334,8244493,6209804,1199.0,1228.0
