Transaction ID,Transaction Time,Sender ID,Receiver ID,Amount,Currency,Amount [USD],Label
0x26e35bc32642aed8b7091d47887c3f7f8454e5535a28abaecb0f366c3840d2bc,12/6/2021 18:30,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0x83236a85bd8f7ca9d8c47da2846dc381bc9e4afa,131.32,ETH,,-1
0xded193e6ec0c7541f682002b29cf6515c20c77f9055d91503c138c11ef75bab6,1/6/2022 18:21,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0x83236a85bd8f7ca9d8c47da2846dc381bc9e4afa,78.79,ETH,,-1
0xec631a83a135f06f5ebe59f27b1960c4d82bfd5424a3d407295e5ea56640ec9f,5/2/2022 18:03,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0x8b60866506fb590f115ecaa878652b482cb9ab68,18.57,ETH,,-1
0xefac63e502c6cc5c97280ec61f8d9ca08b430ed81a8aff1c3ae19f52b58363eb,12/28/2021 20:48,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0x8b8d1b9883c7fb9ee727475d4268c9c930bb14d2,1,ETH,,-1
0xe00afb9d08d8d6ebeb5aaffd2dd3125c566acc210f6edd623b8c97480a7ee6e4,12/28/2021 21:00,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0x8b8d1b9883c7fb9ee727475d4268c9c930bb14d2,12.0289,ETH,,-1
0x8ec8d4e1a957f7a0573cb0d7abbdd235c5c550b47d8d27b226afd9b53fd59bc4,5/16/2022 15:52,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0x96315e25c0e8ac6c399a9d4889efc0a5686b59a6,0.01,ETH,,-1
0x52fd6ca16d9523876b7688faddf418437033717ab8ac7712f0f843872b9df9d2,5/16/2022 16:06,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0x96315e25c0e8ac6c399a9d4889efc0a5686b59a6,4.3008,ETH,,-1
0x3fffcf51d6a3d3348939bf570b18afc417cfd084a303abfdf7da57e086caea40,12/21/2021 23:16,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xa25381a482d9f9f4fd33cbb0ae11c647df0bc840,6.1441,ETH,,-1
0x093714c7307b25c833a710ecb44ad1cb73272973fbc06545ebea9f070bd166ca,11/15/2021 21:45,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xaca096d2e6492d7380c5d8e70d90e13eecc72dd4,17.70494642,ETH,,-1
0xee610d0cc81515ef818a2dfc861d6ad87d7f6dad599942552e84f598fb3f755b,11/26/2021 21:46,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xaca096d2e6492d7380c5d8e70d90e13eecc72dd4,28.67,ETH,,-1
0x4301e5bc21a499f3a1da47650c40caa221d9ac23400a0bf2d0944c2e69030475,11/26/2021 22:55,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xaca096d2e6492d7380c5d8e70d90e13eecc72dd4,113.55,ETH,,-1
0xec29844dcd94992ece4ba29dcf71c26d2b591f51a073fc7519f672da1c37281e,12/6/2021 15:57,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xaca096d2e6492d7380c5d8e70d90e13eecc72dd4,66.28,ETH,,-1
0xa547bf8b0101854481433dbfb0a37a434e916c8d4b645dd2dfc6ea9cf341300a,12/10/2021 18:41,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xaca096d2e6492d7380c5d8e70d90e13eecc72dd4,53.14,ETH,,-1
0x98cb0f08ce40f025038a8040ffaf5785d2ce3a8543f6a2a3fde8cc74e7746b7b,3/30/2022 22:53,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xaca096d2e6492d7380c5d8e70d90e13eecc72dd4,16.02,ETH,,-1
0x17d5d2c92343a1351a500e7e861c9860ae93214ff6bc14d84d0d85c10956a5f0,5/24/2022 19:29,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xaca096d2e6492d7380c5d8e70d90e13eecc72dd4,29.88,ETH,,-1
0x3394eebe8ab49ef967f3fafc9d57b38a9d6bbaff157e345ae305c24d127204f2,12/9/2021 22:52,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xadc9f40ad2d2bcdc3274ce13396fe4d46232ab1f,6.952,ETH,,-1
0xa60908a529cc76ed5e68c9891b1d4c3e4a6b475d54168b3b46248751be55ee9a,12/15/2021 14:22,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xadc9f40ad2d2bcdc3274ce13396fe4d46232ab1f,4.7419,ETH,,-1
0x3e9abf5ab6bfa44095d8b2a93054b55ac33394eb4691867df977d49c21b3a33b,1/6/2022 22:14,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xadc9f40ad2d2bcdc3274ce13396fe4d46232ab1f,5.7877,ETH,,-1
0x85eb26c2f98dfdf027d59e5e738ab6eb7a1304f996ffdc0e1a4d4b72e9adb4d9,1/26/2022 17:26,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xadc9f40ad2d2bcdc3274ce13396fe4d46232ab1f,4,ETH,,-1
0xf4ac31bf53e71b0634fb683b09e95638fc75ad9780100f7e68390bb8f313290f,5/23/2022 21:12,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb01f5b58aeff3a7ff109e5d46d9bd0cc11d068dc,0.01,ETH,,-1
0xdbfafb0dfd3db45cdfd23305a5ed65d06fb1ce4e1824fdff34f61ce32fddd207,5/24/2022 18:28,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb01f5b58aeff3a7ff109e5d46d9bd0cc11d068dc,0.01,ETH,,-1
0xdf281ea0410719a742ec92c48be9cf31b62bebd15881cc399572d75f53486944,5/25/2022 14:42,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb01f5b58aeff3a7ff109e5d46d9bd0cc11d068dc,0.01,ETH,,-1
0x134614e2b13c7dd05eb4aca4ff28713275ef7466eeb23e96ff4ebbb06bb8f457,11/3/2021 17:49,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb1cb098fa5aaa73f8f5dbc2f68dec6378eb41893,10.48,ETH,,-1
0xb51ba83aeca0e4ce9289f7166772814aed07c327af4a589f49d71ec844728dc4,12/10/2021 16:05,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb1cb098fa5aaa73f8f5dbc2f68dec6378eb41893,12.45,ETH,,-1
0x0dd0aefa009f5661106c0a2682153d0d1aee54f9dd72849596c608da0e93b33b,12/23/2021 21:30,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb1cb098fa5aaa73f8f5dbc2f68dec6378eb41893,68.15,ETH,,-1
0x9da2afe6a716ef89d55644dc8eb259b797c79d412f2d478f7c86e2de852d8f07,2/9/2022 16:03,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb1cb098fa5aaa73f8f5dbc2f68dec6378eb41893,16.72,ETH,,-1
0xc95b998e2f2c634d33106a27d920b79d92599dac092e692b01060da7e6b35364,4/6/2022 23:25,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb1cb098fa5aaa73f8f5dbc2f68dec6378eb41893,19.96,ETH,,-1
0xa67bb70421666350da39bebc37b3e04b8de57270409b8b5565ff846bb20d498d,5/12/2022 12:54,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb1cb098fa5aaa73f8f5dbc2f68dec6378eb41893,14.41,ETH,,-1
0x0fb7404a91c6c4b9ea068aa8a9a13b57a1bd3cd0d8641fe23a4a6bf9cdb65821,5/26/2022 19:08,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb1cb098fa5aaa73f8f5dbc2f68dec6378eb41893,26.21,ETH,,-1
0x7ca0d616de39f903ea81c96f750775c67ddfb1d2410941870f315bdf5c250baa,2/11/2022 21:14,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb1f4c88218ae99caaf3c55cc759e8327c3df9489,81.3511,ETH,,-1
0x2e234d61b960f775c84ff22b838cc58602f2e6a1f463207991775fa385a20f04,5/16/2022 21:30,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb1f4c88218ae99caaf3c55cc759e8327c3df9489,52.4402,ETH,,-1
0xb6b4dcf7f627852a539f31fe18c830aac3bbc8b7f77de2550a0e62ab77105de9,1/21/2022 20:28,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb30e37fea38b250cc6ec61e26a8e9651af5db2bd,3.5819,ETH,,-1
0xa271a5ff4af4718fcf9170fc0b48203eb033e79ceb6fecc4f1b3d0b985f55b65,3/10/2022 20:18,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb30e37fea38b250cc6ec61e26a8e9651af5db2bd,4.162,ETH,,-1
0x49a228f88c17284bae13f1ed7b0de13b80b1dc94a4f11d7aa462cf4ed4089035,2/12/2022 0:18,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xb772200d6258a344d4600e6e9aa21ea960b042c4,1.2273,ETH,,-1
0x311fe3f8db3a29ac5a9bfc513a69b25cf6e377b65954925978fb81f326e3b581,12/8/2021 14:41,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xce9122210b65da0bded0b714e2777a7aa94709e2,5.13,ETH,,-1
0xefe771fdc00a1504fc5965f74f181ef9123098c70137b866ed5e7ef2c186e3a9,12/8/2021 14:40,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xdab003d34974e1aa1339f91d1085c7456e0d0bbb,5.2311,ETH,,-1
0xe5a88476ebb8e3e341d96d1b71d732d3b5f5cd8ae95f10a4ab8a378e8d9840be,5/17/2022 18:54,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xdab003d34974e1aa1339f91d1085c7456e0d0bbb,4,ETH,,-1
0x19ffe51e102a557263314548e510bd13b46fa66e5ca8e9c819842a7a5b2a480a,4/8/2022 13:44,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xe54e434039c8e26b7d80a04e8e90b0cdc5064442,0.001,ETH,,-1
0xc3446fd9fcbd6dfc08db0d63b32e33e61784b91a07ef8db0e910affc5aba553e,4/8/2022 18:08,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xe54e434039c8e26b7d80a04e8e90b0cdc5064442,4.6028,ETH,,-1
0x2c0c1855f95189922d651d0275cfbd1c2074c586ef443f98edbb58709a1cbad7,4/20/2022 18:54,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xeb7f11573ba667eee88410daca152435872d66d1,0.052421,ETH,,-1
0x03a0c2c1c22c14b5e805f6b3a79852867f105e2209e9cbce81f034a71d545c4f,4/20/2022 19:27,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xeb7f11573ba667eee88410daca152435872d66d1,1314.27,ETH,,-1
0x8f63cfe85f05e5a594aa7f884867a59e330bcda4a866085e755b8bad11cac57c,5/5/2022 17:05,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xeb7f11573ba667eee88410daca152435872d66d1,776.47,ETH,,-1
0xf7b958cf9c74a3b125834fef2be13c9f833d92071cd492e631d12d50229d3a20,5/26/2022 19:27,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xeb7f11573ba667eee88410daca152435872d66d1,258.81,ETH,,-1
0xdec03c9824f7ef52759695811ca71a822e16ba676536bc53995dc485a8480dbd,12/24/2021 0:25,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xef0632a576f5cab36d96a45ded7e45e6bfba4b02,0.001,ETH,,-1
0xb3f56515f2d914918cdac336aea8ae904826dd558eede22c1b8a65d5a14e4d51,12/27/2021 14:25,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xef0632a576f5cab36d96a45ded7e45e6bfba4b02,23.7425,ETH,,-1
0xf449b4300eb00850497abc0147d65e9660b02aa50619d792d802bf4ab7cfe914,1/14/2022 20:34,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xef0632a576f5cab36d96a45ded7e45e6bfba4b02,146.4731,ETH,,-1
0xcba0378e9c1a67dac236037cd0128b9cec1c2809cad58c6122d87d13ce67aeec,1/26/2022 22:11,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xef0632a576f5cab36d96a45ded7e45e6bfba4b02,40.6126,ETH,,-1
0x3dcc6f477a48a4a7e2e72cc7e87e76141cac9c4d0775a0cf123acf591ff3d01f,2/18/2022 15:13,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xef6e4855f8ea16f7edf120af461885097b37af92,1.6987,ETH,,-1
0x5ea4012c7c29740fcff0458dc3489f864397986995e073dbfbe50f66657d2006,12/8/2021 14:08,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xfb3efd2b6943c1337dbcfa85fec00e19160de33b,4,ETH,,-1
0x26b1650af2133ad4f3f39ac82414ed3ac7f5cd9be89b218898877423fc12a22e,3/3/2022 17:15,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xfe53118fe724a05c507207f7155d3239d5fdc862,0.005242,ETH,,-1
0x56ddf8b11829d4bb76272e4ff8d07d614ffd74140d43ef14a05ec676f30ed6c4,3/3/2022 20:10,0x36983f0dcbfcaa2b978eb0f34e53505cc0fb4d97,0xfe53118fe724a05c507207f7155d3239d5fdc862,1824.1,ETH,,-1
