Transaction ID,Transaction Time,Block Time,Sender ID,Receiver ID,Receiver Type,Amount,Currency,Currency Hash,Currency Type,Amount [USD],Gas Price,Gas Limit,Gas Used,Gas Predicted,Balance In,Balance Out,Label,Risk Level
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x0000000000000000000000000000000000000000,,1122.796992,BDPI,0x0309c98b1bffa350bcb3f9fb9780970ca32a5060,erc20,359602.3293,7.74E-08,8300000,3639489,,,,0,
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x0000000000000000000000000000000000000000,,5.48E+17,yvYFI,0xe14d13d8b3b85af791b2aadd661cdbd5e6097db1,erc20,,7.74E-08,8300000,3639489,,,,0,
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x70e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,,4077.727301,CCOMP,0x70e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,erc20,26831.23861,7.74E-08,8300000,3639489,,,,0,
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x0000000000000000000000000000000000000000,,2644.220562,yvSNX,0xf29ae508698bdef169b89834f76704c3b205aedf,erc20,,7.74E-08,8300000,3639489,,,,0,
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x0000000000000000000000000000000000000000,,3329.296939,yvUNI,0xfbeb78a723b8087fd2ea7ef1afec93d35e8bed42,erc20,,7.74E-08,8300000,3639489,,,,0,
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x0000000000000000000000000000000000000000,,2653.336864,XSUSHI,0x8798249c2e607446efb7ad49ec89dd1865ff4272,erc20,36124.36543,7.74E-08,8300000,3639489,,,,0,
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x0000000000000000000000000000000000000000,,1399.356787,yvCurve-LINK,0xf2db9a7c0acd427a680d640f02d90f6186e71725,erc20,,7.74E-08,8300000,3639489,,,,0,
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x0000000000000000000000000000000000000000,,1421.416949,linkCRV,0xcee60cfa923170e4f8204ae08b4fa6a3f5656f3a,erc20,,7.74E-08,8300000,3639489,,,,0,
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x9461173740d27311b176476fa27e94c681b1ea6b,,7187.4373,yvBOOST,0x9d409a0a012cfba9b15f6d4b36ac57a46966ab9a,erc20,11840.47883,7.74E-08,8300000,3639489,,,,0,
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,,0.560269647,YFI,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,erc20,20170.29131,7.74E-08,8300000,3639489,,,,0,
0x9e45bf1119e82f90944b2bd99fc70258a1a49915eaaa903b033b2ccdb9c8246a,,2021-10-19 14:36:49  +0000,0x1f316c385a5249c83f48061de45e691acdc98f06,0x31503dcb60119a812fee820bb7042752019f2355,,82.99325355,COMP,0xc00e94cb662c3520282e6f5717214004a7f26888,erc20,26874.05134,7.74E-08,8300000,3639489,,,,0,
