feature,bin_name,from,to,ref_cnt,ref_frac,tgt_cnt,tgt_frac,ratio
snd_rcv_tkn_type_cnt_tx_mean_log_to_median_ratio,bin3,1.2335199526357803,2.218966757685605,20231,0.03914061290821854,84,0.05026929982046679,1.2843258213238533
snd_rcv_tkn_type_cnt_tx_mean_log_to_median_ratio,bin4,2.218966757685605,,20980,0.040589691998142705,821,0.49132256134051466,12.104614180442574
snd_rcv_tkn_type_cnt_tx_mean_log_to_median_ratio,nan,,,0,0.0,0,0.0,1.0
snd_rcv_tkn_type_cnt_tx_std_log_to_median_ratio,bin0,,-0.27199279991882896,2188,0.004233090852809163,6,0.003590664272890485,0.8482369969705822
snd_rcv_tkn_type_cnt_tx_std_log_to_median_ratio,bin1,-0.27199279991882896,-0.09775047435983922,333,0.0006442501160811019,0,0.0,0.0
snd_rcv_tkn_type_cnt_tx_std_log_to_median_ratio,bin2,-0.09775047435983922,0.17253543878955338,31585,0.06110702677604086,83,0.04967085577498504,0.8128501482657676
snd_rcv_tkn_type_cnt_tx_std_log_to_median_ratio,bin3,0.17253543878955338,0.4465158592579028,1228,0.0023757932208636435,1,0.0005984440454817474,0.25189231126107947
snd_rcv_tkn_type_cnt_tx_std_log_to_median_ratio,bin4,0.4465158592579028,,393,0.0007603312180776969,7,0.004189108318372232,5.5095834798988275
snd_rcv_tkn_type_cnt_tx_std_log_to_median_ratio,nan,,,481153,0.9308795078161275,1574,0.9419509275882705,1.01189350466863
snd_rcv_tkn_type_cnt_tx_sum_log_to_median_ratio,bin0,,-0.3926628647231994,40097,0.07757506577929113,266,0.15918611609814481,2.0520268271643536
snd_rcv_tkn_type_cnt_tx_sum_log_to_median_ratio,bin1,-0.3926628647231994,0.36515337528251735,374543,0.724622736418511,232,0.13883901855176542,0.19160179714755451
snd_rcv_tkn_type_cnt_tx_sum_log_to_median_ratio,bin2,0.36515337528251735,1.2250425253518764,60783,0.11759596037765052,251,0.15020945541591862,1.2773351646904565
snd_rcv_tkn_type_cnt_tx_sum_log_to_median_ratio,bin3,1.2250425253518764,2.220895028952082,20463,0.03958945983593871,87,0.05206463195691203,1.3151134714308113
snd_rcv_tkn_type_cnt_tx_sum_log_to_median_ratio,bin4,2.220895028952082,,20994,0.04061677758860857,835,0.49970077797725915,12.302816905824795
snd_rcv_tkn_type_cnt_tx_sum_log_to_median_ratio,nan,,,0,0.0,0,0.0,1.0
snd_rcv_tx_cnt_tx_min_log_to_median_ratio,bin0,,-2.2051875834255736,25861,0.0500328896455657,327,0.19569120287253142,3.9112512640947386
snd_rcv_tx_cnt_tx_min_log_to_median_ratio,bin1,-2.2051875834255736,-0.4206250730046681,66256,0.12818449156477327,94,0.056253740275284264,0.43884981395630474
snd_rcv_tx_cnt_tx_min_log_to_median_ratio,bin2,-0.4206250730046681,0.8882679436644826,280509,0.5426965639993809,214,0.12806702573309395,0.23598274658182658
snd_rcv_tx_cnt_tx_min_log_to_median_ratio,bin3,0.8882679436644826,2.646868355765358,98339,0.19025499148738587,194,0.11609814482345901,0.6102239101104291
snd_rcv_tx_cnt_tx_min_log_to_median_ratio,bin4,2.646868355765358,,45915,0.0888310633028943,842,0.5038898862956314,5.672451365098245
snd_rcv_tx_cnt_tx_min_log_to_median_ratio,nan,,,0,0.0,0,0.0,1.0
snd_rcv_tx_cnt_tx_max_log_to_median_ratio,bin0,,-2.2087642569322536,23834,0.04611128308311407,284,0.1699581089168163,3.6858247602972227
snd_rcv_tx_cnt_tx_max_log_to_median_ratio,bin1,-2.2087642569322536,-0.4803383161468739,66034,0.12775499148738587,94,0.056253740275284264,0.4403251851090185
snd_rcv_tx_cnt_tx_max_log_to_median_ratio,bin2,-0.4803383161468739,0.5551192761167537,219366,0.42440411700975084,181,0.10831837223219629,0.2552246028982505
snd_rcv_tx_cnt_tx_max_log_to_median_ratio,bin3,0.5551192761167537,2.176871019945777,151183,0.29249148738585357,228,0.13644524236983843,0.4664930374190358
snd_rcv_tx_cnt_tx_max_log_to_median_ratio,bin4,2.176871019945777,,56463,0.10923812103389569,884,0.5290245362058648,4.842856424102286
snd_rcv_tx_cnt_tx_max_log_to_median_ratio,nan,,,0,0.0,0,0.0,1.0
snd_rcv_tx_cnt_tx_median_log_to_median_ratio,bin0,,-2.1524913259100793,24147,0.04671683949852964,279,0.16696588868940754,3.5739979519518355
snd_rcv_tx_cnt_tx_median_log_to_median_ratio,bin1,-2.1524913259100793,-0.47362615473160363,64213,0.1242319300417892,103,0.061639736684619986,0.496166618870733
snd_rcv_tx_cnt_tx_median_log_to_median_ratio,bin2,-0.47362615473160363,0.5519134035487556,218520,0.4227673734715988,179,0.10712148414123279,0.25338162512777046
snd_rcv_tx_cnt_tx_median_log_to_median_ratio,bin3,0.5519134035487556,2.175246866767404,153832,0.29761646803900327,214,0.12806702573309395,0.4303089361181132
snd_rcv_tx_cnt_tx_median_log_to_median_ratio,bin4,2.175246866767404,,56168,0.1086673889490791,896,0.5362058647516457,4.934377000655722
snd_rcv_tx_cnt_tx_median_log_to_median_ratio,nan,,,0,0.0,0,0.0,1.0
snd_rcv_tx_cnt_tx_mean_log_to_median_ratio,bin0,,-1.3658593086996138,38395,0.07428223185265438,338,0.20227408737283065,2.723048060457578
snd_rcv_tx_cnt_tx_mean_log_to_median_ratio,bin1,-1.3658593086996138,0.32141616267161366,254259,0.4919110818758706,191,0.11430281268701377,0.23236478481258746
snd_rcv_tx_cnt_tx_mean_log_to_median_ratio,bin2,0.32141616267161366,1.3765529264150402,126121,0.24400441108187587,164,0.09814482345900659,0.40222561151189196
snd_rcv_tx_cnt_tx_mean_log_to_median_ratio,bin3,1.3765529264150402,2.8673163934628323,62794,0.12148661197956973,179,0.10712148414123279,0.8817554658553429
snd_rcv_tx_cnt_tx_mean_log_to_median_ratio,bin4,2.8673163934628323,,35311,0.06831566321002941,799,0.4781567923399162,6.999226383411851
snd_rcv_tx_cnt_tx_mean_log_to_median_ratio,nan,,,0,0.0,0,0.0,1.0
snd_rcv_tx_cnt_tx_std_log_to_median_ratio,bin0,,-0.3184301457835591,1036,0.0020043336944745396,4,0.0023937761819269898,1.1943002248208712
snd_rcv_tx_cnt_tx_std_log_to_median_ratio,bin1,-0.3184301457835591,0.2980365201509183,7625,0.014751973378733942,70,0.041891083183722325,2.839693518164249
snd_rcv_tx_cnt_tx_std_log_to_median_ratio,bin2,0.2980365201509183,0.6528755491530618,8949,0.017313496362792138,17,0.010173548773189706,0.5876079885893726
snd_rcv_tx_cnt_tx_std_log_to_median_ratio,bin3,0.6528755491530618,1.15505850753846,17450,0.033760253830676365,0,0.0,0.0
snd_rcv_tx_cnt_tx_std_log_to_median_ratio,bin4,1.15505850753846,,667,0.0012904349171954806,6,0.003590664272890485,2.782522562776063
snd_rcv_tx_cnt_tx_std_log_to_median_ratio,nan,,,481153,0.9308795078161275,1574,0.9419509275882705,1.01189350466863
snd_rcv_tx_cnt_tx_sum_log_to_median_ratio,bin0,,-1.477365222343845,35068,0.0678455347469432,325,0.19449431478156792,2.8667224085860847
snd_rcv_tx_cnt_tx_sum_log_to_median_ratio,bin1,-1.477365222343845,0.32598734174266675,256591,0.4964227673734716,180,0.10771992818671454,0.21699232038983834
snd_rcv_tx_cnt_tx_sum_log_to_median_ratio,bin2,0.32598734174266675,1.4760941884559389,137579,0.26617203219315894,201,0.12028725314183124,0.45191544788048854
snd_rcv_tx_cnt_tx_sum_log_to_median_ratio,bin3,1.4760941884559389,2.999445539728212,54915,0.10624322860238353,207,0.12387791741472172,1.1659841200641239
snd_rcv_tx_cnt_tx_sum_log_to_median_ratio,bin4,2.999445539728212,,32727,0.06331643708404272,758,0.45362058647516457,7.164341636486175
snd_rcv_tx_cnt_tx_sum_log_to_median_ratio,nan,,,0,0.0,0,0.0,1.0
snd_rcv_amt_usd_sum_tx_min_log_to_median_ratio,bin0,,-4.363402173542657,39685,0.07677797554558118,8,0.0047875523638539795,0.06235580359906375
snd_rcv_amt_usd_sum_tx_min_log_to_median_ratio,bin1,-4.363402173542657,-1.1761207725319092,89741,0.1736205695712738,60,0.03590664272890485,0.20681099490440644
snd_rcv_amt_usd_sum_tx_min_log_to_median_ratio,bin2,-1.1761207725319092,1.4101623316384928,187509,0.36277085590465874,318,0.19030520646319568,0.5245879137358558
snd_rcv_amt_usd_sum_tx_min_log_to_median_ratio,bin3,1.4101623316384928,4.6516413902984235,104662,0.20248800495279368,163,0.09754637941352484,0.481739051339194
snd_rcv_amt_usd_sum_tx_min_log_to_median_ratio,bin4,4.6516413902984235,,43163,0.08350681009131714,1092,0.6535008976660682,7.825719805982841
snd_rcv_amt_usd_sum_tx_min_log_to_median_ratio,nan,,,52120,0.10083578393437548,30,0.017953321364452424,0.17804514096044072
snd_rcv_amt_usd_sum_tx_max_log_to_median_ratio,bin0,,-4.020499367775151,43353,0.08387440024763969,8,0.0047875523638539795,0.057080019048943435
snd_rcv_amt_usd_sum_tx_max_log_to_median_ratio,bin1,-4.020499367775151,-0.9468726678222519,94561,0.18294575143166691,63,0.03770197486535009,0.20608281181884874
snd_rcv_amt_usd_sum_tx_max_log_to_median_ratio,bin2,-0.9468726678222519,1.5382453392236988,190068,0.3677217149048135,318,0.19030520646319568,0.5175250705889292
snd_rcv_amt_usd_sum_tx_max_log_to_median_ratio,bin3,1.5382453392236988,4.754697493572663,94415,0.18266328741680854,157,0.09395571514063435,0.514365620313415
snd_rcv_amt_usd_sum_tx_max_log_to_median_ratio,bin4,4.754697493572663,,42363,0.08195906206469587,1095,0.6552962298025135,7.995409089543307
snd_rcv_amt_usd_sum_tx_max_log_to_median_ratio,nan,,,52120,0.10083578393437548,30,0.017953321364452424,0.17804514096044072
snd_rcv_amt_usd_sum_tx_median_log_to_median_ratio,bin0,,-4.012776700670064,43302,0.08377573131094258,7,0.004189108318372232,0.05000384064477943
snd_rcv_amt_usd_sum_tx_median_log_to_median_ratio,bin1,-4.012776700670064,-0.9412759333668929,93945,0.18175398545116855,63,0.03770197486535009,0.20743410259622283
snd_rcv_amt_usd_sum_tx_median_log_to_median_ratio,bin2,-0.9412759333668929,1.5544469643831902,191790,0.37105324253211575,327,0.19569120287253142,0.5273938627704993
snd_rcv_amt_usd_sum_tx_median_log_to_median_ratio,bin3,1.5544469643831902,4.741784175004599,93849,0.181568255687974,150,0.08976660682226212,0.49439593106256696
snd_rcv_amt_usd_sum_tx_median_log_to_median_ratio,bin4,4.741784175004599,,41874,0.08101300108342362,1094,0.6546977857570317,8.08139159149101
snd_rcv_amt_usd_sum_tx_median_log_to_median_ratio,nan,,,52120,0.10083578393437548,30,0.017953321364452424,0.17804514096044072
snd_rcv_amt_usd_sum_tx_mean_log_to_median_ratio,bin0,,-4.026626289373619,43005,0.08320112985605943,7,0.004189108318372232,0.05034917585397603
snd_rcv_amt_usd_sum_tx_mean_log_to_median_ratio,bin1,-4.026626289373619,-0.9464188881231397,93769,0.18141348088531187,63,0.03770197486535009,0.2078234466444364
snd_rcv_amt_usd_sum_tx_mean_log_to_median_ratio,bin2,-0.9464188881231397,1.5705077065051345,193085,0.37355865965020896,322,0.19269898264512267,0.515846648624238
snd_rcv_amt_usd_sum_tx_mean_log_to_median_ratio,bin3,1.5705077065051345,4.775323769259282,93757,0.18139026466491256,154,0.0921603830041891,0.5080778903677087
snd_rcv_amt_usd_sum_tx_mean_log_to_median_ratio,bin4,4.775323769259282,,41144,0.07960068100913172,1095,0.6552962298025135,8.232294265514367
snd_rcv_amt_usd_sum_tx_mean_log_to_median_ratio,nan,,,52120,0.10083578393437548,30,0.017953321364452424,0.17804514096044072
snd_rcv_amt_usd_sum_tx_std_log_to_median_ratio,bin0,,-1.7171958273911176,1146,0.0022171490481349638,1,0.0005984440454817474,0.269916019396689
snd_rcv_amt_usd_sum_tx_std_log_to_median_ratio,bin1,-1.7171958273911176,-0.2243149463709019,1751,0.003387633493267296,5,0.002992220227408737,0.8832774364037853
snd_rcv_amt_usd_sum_tx_std_log_to_median_ratio,bin2,-0.2243149463709019,0.7103123500324675,16384,0.03169787958520353,44,0.026331538001196888,0.8307034522740874
snd_rcv_amt_usd_sum_tx_std_log_to_median_ratio,bin3,0.7103123500324675,1.8887121111177545,7569,0.014643631016870454,4,0.0023937761819269898,0.1634687584772655
snd_rcv_amt_usd_sum_tx_std_log_to_median_ratio,bin4,1.8887121111177545,,993,0.0019211422380436465,40,0.023937761819269897,12.460171529853197
snd_rcv_amt_usd_sum_tx_std_log_to_median_ratio,nan,,,489037,0.9461325646184802,1577,0.9437462597247157,0.997477832406364
snd_rcv_amt_usd_sum_tx_sum_log_to_median_ratio,bin0,,-5.7260287178131195,42371,0.08197453954496207,31,0.01855176540993417,0.22631130974220046
snd_rcv_amt_usd_sum_tx_sum_log_to_median_ratio,bin1,-5.7260287178131195,-1.6827098586613012,86207,0.16678339266367434,63,0.03770197486535009,0.2260535312492275
snd_rcv_amt_usd_sum_tx_sum_log_to_median_ratio,bin2,-1.6827098586613012,1.4190245654095257,222013,0.4295252282928339,142,0.08497905445840814,0.19784415177697703
snd_rcv_amt_usd_sum_tx_sum_log_to_median_ratio,bin3,1.4190245654095257,4.90849122958921,115480,0.22341742764277975,316,0.1891083183722322,0.8464349463131224
snd_rcv_amt_usd_sum_tx_sum_log_to_median_ratio,bin4,4.90849122958921,,50809,0.09829941185574989,1119,0.6696588868940754,6.812440423110269
snd_rcv_amt_usd_sum_tx_sum_log_to_median_ratio,nan,,,0,0.0,0,0.0,1.0
snd_rcv_mean_amt_usd_tx_min_log_to_median_ratio,bin0,,-3.1777319002248987,40849,0.07902994892431513,8,0.0047875523638539795,0.06057896315280288
snd_rcv_mean_amt_usd_tx_min_log_to_median_ratio,bin1,-3.1777319002248987,-0.8097804183779568,95082,0.18395372233400403,6,0.003590664272890485,0.019519389047050268
snd_rcv_mean_amt_usd_tx_min_log_to_median_ratio,bin2,-0.8097804183779568,1.2207872218180735,210034,0.4063496362792137,208,0.12447636146020347,0.3063282216762523
snd_rcv_mean_amt_usd_tx_min_log_to_median_ratio,bin3,1.2207872218180735,4.082629102219414,90960,0.17597895062683794,285,0.17055655296229802,0.9691872371938501
snd_rcv_mean_amt_usd_tx_min_log_to_median_ratio,bin4,4.082629102219414,,27835,0.053851957901253675,1134,0.6786355475763016,12.601873247035703
snd_rcv_mean_amt_usd_tx_min_log_to_median_ratio,nan,,,52120,0.10083578393437548,30,0.017953321364452424,0.17804514096044072
snd_rcv_mean_amt_usd_tx_max_log_to_median_ratio,bin0,,-2.0459447640704713,70829,0.13703180622194708,8,0.0047875523638539795,0.03493752651920604
snd_rcv_mean_amt_usd_tx_max_log_to_median_ratio,bin1,-2.0459447640704713,0.2650262681450929,202042,0.3908876334932673,49,0.029323758228605626,0.07501838307481452
snd_rcv_mean_amt_usd_tx_max_log_to_median_ratio,bin2,0.2650262681450929,2.058178172886028,117931,0.22815934065934065,265,0.15858767205266308,0.695074203819017
snd_rcv_mean_amt_usd_tx_max_log_to_median_ratio,bin3,2.058178172886028,4.756586109162251,52936,0.10241448692152917,285,0.17055655296229802,1.6653557332467999
snd_rcv_mean_amt_usd_tx_max_log_to_median_ratio,bin4,4.756586109162251,,21022,0.04067094876954032,1034,0.6187911430281269,15.214573589971375
snd_rcv_mean_amt_usd_tx_max_log_to_median_ratio,nan,,,52120,0.10083578393437548,30,0.017953321364452424,0.17804514096044072
snd_rcv_mean_amt_usd_tx_median_log_to_median_ratio,bin0,,-3.261873273066735,36778,0.07115384615384615,4,0.0023937761819269898,0.03364225985410905
snd_rcv_mean_amt_usd_tx_median_log_to_median_ratio,bin1,-3.261873273066735,-0.9324111822437849,83528,0.16160037145952638,6,0.003590664272890485,0.022219406059903673
snd_rcv_mean_amt_usd_tx_median_log_to_median_ratio,bin2,-0.9324111822437849,1.049041965903771,216086,0.4180583501006036,142,0.08497905445840814,0.20327079805476525
snd_rcv_mean_amt_usd_tx_median_log_to_median_ratio,bin3,1.049041965903771,3.772047009842238,96417,0.18653652685342825,303,0.1813285457809695,0.9720806366436159
snd_rcv_mean_amt_usd_tx_median_log_to_median_ratio,bin4,3.772047009842238,,31951,0.06181512149822009,1186,0.7097546379413525,11.481893438675668
snd_rcv_mean_amt_usd_tx_median_log_to_median_ratio,nan,,,52120,0.10083578393437548,30,0.017953321364452424,0.17804514096044072
snd_rcv_mean_amt_usd_tx_mean_log_to_median_ratio,bin0,,-3.163066586652754,38932,0.07532115771552392,4,0.0023937761819269898,0.03178092656206777
snd_rcv_mean_amt_usd_tx_mean_log_to_median_ratio,bin1,-3.163066586652754,-0.8599141999048822,85680,0.1657638136511376,5,0.002992220227408737,0.018051106339204342
snd_rcv_mean_amt_usd_tx_mean_log_to_median_ratio,bin2,-0.8599141999048822,1.1113514332001242,215780,0.417466336480421,140,0.08378216636744465,0.20069202962278612
snd_rcv_mean_amt_usd_tx_mean_log_to_median_ratio,bin3,1.1113514332001242,3.8560994012868512,93495,0.1808833771861941,308,0.1843207660083782,1.0190033427927752
snd_rcv_mean_amt_usd_tx_mean_log_to_median_ratio,bin4,3.8560994012868512,,30873,0.05972953103234793,1184,0.708557749850389,11.862771021367184
snd_rcv_mean_amt_usd_tx_mean_log_to_median_ratio,nan,,,52120,0.10083578393437548,30,0.017953321364452424,0.17804514096044072
snd_rcv_mean_amt_usd_tx_std_log_to_median_ratio,bin0,,-3.7750881818753514,1097,0.002122349481504411,3,0.0017953321364452424,0.8459172968877092
snd_rcv_mean_amt_usd_tx_std_log_to_median_ratio,bin1,-3.7750881818753514,-0.8881066481261178,2144,0.004147964711344993,1,0.0005984440454817474,0.1442741409648347
snd_rcv_mean_amt_usd_tx_std_log_to_median_ratio,bin2,-0.8881066481261178,0.7412486763783934,21193,0.041001779910230615,45,0.026929982046678635,0.6568003170993844
snd_rcv_mean_amt_usd_tx_std_log_to_median_ratio,bin3,0.7412486763783934,3.0268446073126176,2830,0.005475158644172729,39,0.02333931777378815,4.262765572761703
snd_rcv_mean_amt_usd_tx_std_log_to_median_ratio,bin4,3.0268446073126176,,579,0.0011201826342671414,6,0.003590664272890485,3.205427546410421
snd_rcv_mean_amt_usd_tx_std_log_to_median_ratio,nan,,,489037,0.9461325646184802,1577,0.9437462597247157,0.997477832406364
snd_rcv_mean_amt_usd_tx_sum_log_to_median_ratio,bin0,,-4.686472962333591,36159,0.06995627611824795,23,0.01376421304608019,0.19675451310207498
snd_rcv_mean_amt_usd_tx_sum_log_to_median_ratio,bin1,-4.686472962333591,-1.3834916699400364,83526,0.16159650208945983,13,0.007779772591262717,0.04814319920709567
snd_rcv_mean_amt_usd_tx_sum_log_to_median_ratio,bin2,-1.3834916699400364,1.236862512092432,254678,0.4927217149048135,150,0.08976660682226212,0.18218520537420133
snd_rcv_mean_amt_usd_tx_sum_log_to_median_ratio,bin3,1.236862512092432,4.6618350846349905,111900,0.2164912552236496,190,0.11370436864153202,0.5252146028903938
snd_rcv_mean_amt_usd_tx_sum_log_to_median_ratio,bin4,4.6618350846349905,,30617,0.059234251663829125,1295,0.7749850388988629,13.083393765099268
snd_rcv_mean_amt_usd_tx_sum_log_to_median_ratio,nan,,,0,0.0,0,0.0,1.0
snd_rcv_time_diff_sec_tx_min_log_to_median_ratio,bin0,,-4.212964399990375,33150,0.06413480885311872,1051,0.6289646918013165,9.806916135694253
snd_rcv_time_diff_sec_tx_min_log_to_median_ratio,bin1,-4.212964399990375,-1.2129426847439952,65355,0.12644134034979104,287,0.1717534410532615,1.3583646027329175
snd_rcv_time_diff_sec_tx_min_log_to_median_ratio,bin2,-1.2129426847439952,1.0273596831447969,106780,0.20658566785327348,122,0.07301017354877319,0.35341354658072566
snd_rcv_time_diff_sec_tx_min_log_to_median_ratio,bin3,1.0273596831447969,3.523593465486975,78831,0.15251315585822628,70,0.041891083183722325,0.274671932057216
snd_rcv_time_diff_sec_tx_min_log_to_median_ratio,bin4,3.523593465486975,,30329,0.05867706237424547,36,0.02154398563734291,0.36716196696989034
snd_rcv_time_diff_sec_tx_min_log_to_median_ratio,nan,,,202435,0.391647964711345,105,0.06283662477558348,0.1604415966310351
snd_rcv_time_diff_sec_tx_max_log_to_median_ratio,bin0,,-4.312081645939618,32378,0.06264123200742919,1046,0.6259724715739078,9.9929782910347
snd_rcv_time_diff_sec_tx_max_log_to_median_ratio,bin1,-4.312081645939618,-1.3210596742180514,60804,0.11763658876334933,295,0.1765409934171155,1.5007320024577109
snd_rcv_time_diff_sec_tx_max_log_to_median_ratio,bin2,-1.3210596742180514,1.0753189236813245,108511,0.20993460764587527,116,0.06941950927588271,0.3306720604779078
snd_rcv_time_diff_sec_tx_max_log_to_median_ratio,bin3,1.0753189236813245,3.738554725112105,80907,0.15652956198730847,78,0.0466786355475763,0.2982097116668674
snd_rcv_time_diff_sec_tx_max_log_to_median_ratio,bin4,3.738554725112105,,31845,0.06161004488469277,31,0.01855176540993417,0.3011159210264335
snd_rcv_time_diff_sec_tx_max_log_to_median_ratio,nan,,,202435,0.391647964711345,105,0.06283662477558348,0.1604415966310351
snd_rcv_time_diff_sec_tx_median_log_to_median_ratio,bin0,,-4.301927741163672,31892,0.06170097508125677,1050,0.6283662477558348,10.184057009282451
snd_rcv_time_diff_sec_tx_median_log_to_median_ratio,bin1,-4.301927741163672,-1.3220724603282505,60752,0.11753598514161895,290,0.17354877318970677,1.4765586299429752
snd_rcv_time_diff_sec_tx_median_log_to_median_ratio,bin2,-1.3220724603282505,1.076021858911219,109392,0.21163906516019193,118,0.0706163973668462,0.33366428505718393
snd_rcv_time_diff_sec_tx_median_log_to_median_ratio,bin3,1.076021858911219,3.686676573949174,80214,0.1551888252592478,78,0.0466786355475763,0.30078606155822224
snd_rcv_time_diff_sec_tx_median_log_to_median_ratio,bin4,3.686676573949174,,32195,0.062287184646339575,30,0.017953321364452424,0.2882345937834499
snd_rcv_time_diff_sec_tx_median_log_to_median_ratio,nan,,,202435,0.391647964711345,105,0.06283662477558348,0.1604415966310351
snd_rcv_time_diff_sec_tx_mean_log_to_median_ratio,bin0,,-4.316794743869654,32066,0.0620376102770469,1046,0.6259724715739078,10.090209290436022
